"ChapitreSimple","n","avg_nb_sem","avg_nb_jours_sem","avg_nb_jours_total","avg_nbr_jours_we","med_nb_sem","med_nb_jours_sem","med_nb_jours_total","med_nbr_jours_we"
0,23085,2.90764565735326,12.0602988953866,15.0659735759151,3.00567468052848,2,10,12,2
1,10790,8.43466172381835,36.9876737720111,48.1727525486562,11.185078776645,5,17,21,4
2,3324,5.98766546329723,16.1413959085439,18.2632370637786,2.12184115523466,5,14,15,0
